App,ID,Author,Date,Rating,Helpful Count,Review,,
Skype,349, Christopher Riley ," September 20, 2020 ",4,0,"  Sometimes cuts out, but still a very good service",,
Skype,350, aleksej strangar ," September 26, 2020 ",5,0,  Skype to skype works very well. I am using this option only.,,
Skype,351, Leonardo L ," August 30, 2020 ",5,0,  The best app to communicate from desktop/laptop to a phone and viceversa.,,
Skype,352, Sky Izzo ," August 25, 2020 ",5,1,  Skype works better than most call apps. The display is clear and audio is great!,,
Skype,353, Waqqar Suleman ," August 22, 2020 ",2,1,"  On answering a call, the audio comes through the phone's speaker instead of the earpiece. It's very annoying. How to fix this?",,
Skype,354, William Machete ," August 15, 2020 ",5,0,  Excellent voice quality but user unfriendly and impossible or hard to locate/ search other numbers on Skype.,,
Skype,355, John Pap ," September 5, 2020 ",5,0,  Very nice app good quality audio and video under the best sircumstances overall amaizing app for long distance video calling,,
Skype,356, Dolon Dey ," September 11, 2020 ",5,2,  Super and easy to use.. Yeah but sometimes i have to face some screen sharing issues but still it's a good app,,
Skype,357, Annette Sherry ," July 21, 2020 ",5,4,  Very good connection. Very small delay on sound occasionally but not enough to cause a problem,,
Skype,358, theresa devasahayam ," August 14, 2020 ",5,0,  V good. No interruptions. The sound quality was excellent.,,
Skype,359, Sanjeth Kathir ," July 29, 2020 ",5,0,  The calls are very clear and the rates are very cheap I like the subtitles feature which is very helpful,,
Skype,360, Rares Macovei ," September 3, 2020 ",4,19,"  Skype need to remove the 60 Hz refresh rate lock, in the era of 90-144 Hz phone screens.",,
Skype,361, Kay Yaman ," August 9, 2020 ",5,0,  Great app to call my mom who is not tech savvy and does not have internet connection. Thank you!,,
Skype,362, Nicole Rizzo ," August 21, 2020 ",4,0,  I'm having a lot of trouble changing my green active dot to being invisible I don't like being visible to people so I'm wondering how I can get it to stay to invisible because it won't it keeps changing back to active.,,
Skype,363, Sagar baranwal ," September 6, 2020 ",3,0,  It is good for business contacts but after latest update it hangs oftentimes.,,
Skype,364, Amanda Jacks ," September 2, 2020 ",5,0,"  Skype has been indispensable to me as I can ""visit"" my brother in London every day: a great comfort to us as we have recently lost our father.",,
Skype,365, John C ," September 25, 2020 ",1,0,"  Will not give you option to cancel subscription....No """"CONTACT US"""" information..They just take your money and hide",,
Skype,366, Ace Cards ," August 3, 2020 ",1,0,"  Video in call causes the entire call to glitch and bug out badly, before it wasn't like this but now its so hard to stay in call.",,
Skype,367, Eric Reid ," August 18, 2020 ",5,0,  This app is very optimistic and easy to use for group meetings and other functions.,,
Skype,368, Seerat & Noor Channel ," August 5, 2020 ",5,0,  Skype is an excellent app. I enjoy using this app in my teaching learning process.,,
Skype,369, Gary Major ," August 10, 2020 ",5,0,"  Fast connection,clear,cheap, though pricing seems to vary / min for same number at different times.",,
Skype,370, Daniel ," July 20, 2020 ",1,7,  Skype Says We're Listening To Your Feedback & Working Hard To Improve Skype. Well Thats Incorrect If You're Actually Listen To Feedback You'll Be Listening You'll Allow Public Permanently Delete There Own Skype Account WITHOUT Needing Delete Outlook All Together,,
Skype,371, Jim Peters ," July 22, 2020 ",4,2,  Works pretty well most of the time. GUI is mediocre. Please move speaker icon.,,
Skype,372, Uwe Meyer ," August 5, 2020 ",2,0,  UI very little intuitive and has poor functionality. Since early Skype days from good to quite bad.,,
Skype,373, ASHOKKUMAR BANDARU ," September 9, 2020 ",5,0,  Skype is very useful messenger and video calls for all mobile users.,,
Skype,374, Alison Taylor ," September 15, 2020 ",5,0,"  This is by far the best messaging and video calling app, no competition!!",,
Skype,375, amanda durham ," August 29, 2020 ",1,0,  Can't get past permissions. I give it certain permissions and it just flips out and doesn't let me do anything else.,,
Skype,376, Drew Meyerhoff ," August 17, 2020 ",5,0,  The service is fantastic for me! Although sometimes the other person can't hear me.,,
Skype,377, Carolina Michelle Gonzalez ," July 28, 2020 ",5,2,"  It works smoothly for me, especially now that I use regularly to communicate for work.",,
Skype,378, Jenn Wood ," July 30, 2020 ",5,3,  It's amazing! It has awesome features like clear video of the person that you're talking to 😊�,,
Skype,379, Kari-Ann Locke ," August 8, 2020 ",5,0,  Easy way to connect for work or personal purpose. Clear audio and video even with wifi speeds,,
Skype,380, Jaie Kulkarni ," August 16, 2020 ",4,0,"  The notifications are really bugged, but everything else is great!",,
Skype,381, A Google user ," August 7, 2020 ",4,0,  It's an awesome way to get together especially in lockdown there has been some glitching but it's still awesome,,
Skype,382, Sheyla Gutierrez ," August 8, 2020 ",5,0,"  The comunication is good, the audio and the image is clear. Thanks to this way of comunication.!",,
Skype,383, zubaida tariq ," August 14, 2020 ",5,1,  Clear voice not lagging issue. I use skype for official use.,,
Skype,384, Brad Suosaari ," July 31, 2020 ",4,1,"  Stable app. Good quality calls generally, provided internet connection is reliable.",,
Skype,385, Mauro Bermudez ," August 10, 2020 ",4,1,  Its great. Just a little bad when it comes to buying credit to make phonecalls,,
Skype,386, tim marquis ," September 26, 2020 ",5,0,"  Perfect for me, I have no cell service at my house.",,
Skype,387, acceptance is key ," July 20, 2020 ",3,5,  I updated the app today and when I send something it goes thru and when I back to contacts I see that it shows the message is a draft !!,,
Skype,388, Gary Riggs ," September 17, 2020 ",5,0,  I love skype. It has been a great tool for many years to be able to keep in touch with loved ones around the globe. I am so very thankful.,,
Skype,389, Joe Oliva ," September 24, 2020 ",5,0,  Excellent!!! Works perfectly every time!!,,
Skype,390, shikha chaturvedi ," August 15, 2020 ",5,0,"  Really good, even has it's own emoticons and Skype translator.",,
Skype,391, Josie V. J. ," August 12, 2020 ",1,3,  DON'T EVER put me in active status upon signing in this app when I'm not. PLEASEEEEEEEEEEEEEEEE for the nth time kindly fix it. Thank you.,,
Skype,392, MAJID SAJEEL MUGHAL ," July 28, 2020 ",4,1,  Sometimes it feels old trivial to handle skype app. Otherwise it is improving by time thou.,,
Skype,393, Chrysalis Intimates ," August 13, 2020 ",5,0,  So much better than it used to be. Wish I had the ability to record and integrate payment.,,
Skype,394, Val Davie ," August 10, 2020 ",5,0,"  Both vision and audio good quality, no hassle at all :)",,
Skype,395, Anbazhazgan Akshayalingam ," August 19, 2020 ",5,0,  Very good audio quality and without any intermediate stopping of voice,,
Skype,396, Vinayak ," August 17, 2020 ",4,0,  It's good to have as alternate where Skype calls doesn't work.,,
Skype,397, Josh Lak ," August 7, 2020 ",5,0,"  I often use Skype for video chats and it is so useful, user friendly, and easy. Thanks Skype team for making the APP l.",,
Skype,398, Aarush Chaudhary ," July 21, 2020 ",5,3,  An legendary and awesome video calling/conferencing app which is also good for meetings.,,
Skype,399, Merderik Hell ," July 20, 2020 ",1,2,"  After you bought skype you really killed it on all platforms. So please, move on, close it, fire dev team, execute managers and hire some Qa for Windows.",,
Skype,400, Paulomi Bhatt ," August 11, 2020 ",5,2,  Just too good. Excellent audio and video quality. Keep it up. Keep going!!,,
Skype,401, Ruslana Hnatchenko ," August 9, 2020 ",1,0,"  The updates are just trash, it's not working properly, impossible to rely on.",,
Skype,402, Vicki Trusselli ," August 18, 2020 ",5,0,  Love Skype. It works on all my cellphones and on Chromebook. Thank you Microsoft,,
Skype,403, Almaz Nizamutdinov ," August 9, 2020 ",5,1,  I use Skype only for calling on Russian phone numbers from Europe. Good value.,,
Skype,404, Mick Clayson ," September 24, 2020 ",4,0,  Skype has the family ' Go To app for years. My only gripe would be that you can't delete conversations,,
Skype,405, Manikandan R ," September 26, 2020 ",1,0,  Not getting notified for new messages... Missing lot of important messages & landing me in trouble...�,,
Skype,406, Ondrej Vicenik ," August 12, 2020 ",1,0,"  Doesn't even start, crashes while starting. Samsung a20e.",,
Skype,407, Doug Sundheim ," August 16, 2020 ",2,0,  It is not the best because it glitches alot but you can still use it for facetime.,,
Skype,408, Titas Chowdhury 17-2002 ," August 6, 2020 ",1,3,  Though download speed 7 mbps .... It always super poor video quality. Always blur hazy.,,
Skype,409, Half Life ," August 12, 2020 ",5,0,  Haven't had any problems with the app. Works as expected without much drama.,,
Skype,410, Saschi Buch ," August 31, 2020 ",5,0,  I 've had good experience using Skype with up to 6 participants.,,
Skype,411, Ravi Vangara ," August 8, 2020 ",2,0,"  3rd grade app, which does not have missed call facture at all. I cannot hear the ring tone for incomming calls.",,
Skype,412, Jerry Lawrence ," September 5, 2020 ",5,1,  This is very excellent very useful too to have when you cannot see your loved one in person.,,
Skype,413, Andrew Townsend ," September 12, 2020 ",5,0,  Skype is great. Cost you nothing to ph anywhere around the world !!!,,
Skype,414, Stacey Cole ," September 26, 2020 ",5,0,  I love this app. Chatting with my friends is so easy!,,
Skype,415, Anatolii Chernov ," September 24, 2020 ",5,0,"  Everything works good, sharescreen also works well",,
Skype,416, Alok Singh ," September 24, 2020 ",1,0,  Not able to change notification sound By default it makes very low beep sound Which you can't hear,,
Skype,417, A B ," August 5, 2020 ",5,0,  Fantastic and MS Team (new software) call is so bad chat experience is also bad..Skype is 1000 times better tha microsoft team,,
Skype,418, M J ," August 12, 2020 ",5,0,"  Clear sound quality and little to no feedback, highly recommend",,
Skype,419, Christina Lopez ," August 26, 2020 ",5,0,  Good communication and very clear the video when talking to each other..,,
Skype,420, Mars F ," August 21, 2020 ",1,1,"  Cuts off longer messages, requiring me to view them on the computer. And how is it possible for someone to be 'last seen days ago' when you skyped yesterday?",,
Skype,421, Laraib Hussain ," September 18, 2020 ",5,0,  Way better picture quality than WhatsApp. Calls are ture HD and real-time.,,
Skype,422, Cecelia Kennon ," September 9, 2020 ",5,0,  Sometimes freezes up on other party line but overall like it,,
Skype,423, Seth Ralph ," September 15, 2020 ",5,0,  Skype is the best I've been using this app and this program for so many years.,,
Skype,424, Courage Chat ," August 21, 2020 ",4,0,  This connection was clear and great to get through we had some connection problems over time but now resolved YAY,,
Skype,425, Berevilson de Oliveira Gomes ," August 3, 2020 ",5,0,  Always great sound and images... Of course if u have a good connection,,
Skype,426, Fabio Hernan Guarnizo Reyes ," August 15, 2020 ",5,0,  Communication via this app is the best for me. Always is good.,,
Skype,427, Carolina Ortelli ," August 24, 2020 ",5,0,  Great plans for international phone calls and the quality is amazing.,,
Skype,428, VerifiedVirus ," August 15, 2020 ",5,0,  One of the best apps for video calling and I would totally recommend this app for people to contact their loved one who are not close to them or on these days that you need to stay at home.,,
Skype,429, hassan ihsan ," August 9, 2020 ",5,0,  It is such good app. With almost all the calling features.,,
Skype,430, LaChens Goodding ," September 1, 2020 ",5,0,  I Use it for calling family and calling overseas it works for me I like it very much keep it,,
Skype,431, Mark B ," September 6, 2020 ",5,0,  Long-time Skype user. Best virtual phone service going.,,
Skype,432, Justin EPC ," September 7, 2020 ",4,0,"  Very good, could be a little more snappy. But has come a long way over the years.",,
Skype,433, Steve Russell ," August 15, 2020 ",1,125,  Stopped working about 10 days ago. Crashes on loading screen every single time.,,
Skype,434, Richard Lorenz ," August 4, 2020 ",5,2,  Very good voice quality. Stable connection.,,
Skype,435, ravi gadiraju ," August 18, 2020 ",3,0,  Not user friendly. Only MS friendly. Simple changes can't be made.,,
Skype,436, J Jackson ," August 4, 2020 ",5,0,"  Easy alternative to having a landline, good for long distance calling",,
Skype,437, Priscilla Maigu ," August 6, 2020 ",5,0,  Using Skype video call is very clear and audible and the image too is very clear superb.,,
Skype,438, Prophet Israel ," August 23, 2020 ",5,0,  Awesome. Always. One of the best apps for international calls.,,
Skype,439, Anjali K ," September 19, 2020 ",4,0,  Excellent app. Just that the latest update is not there on android play store.,,
Skype,440, Chris Shorter ," September 14, 2020 ",5,0,  Clear audio. No issues. Appreciated.,,
Skype,441, Doug Anderson ," August 12, 2020 ",3,0,  Difficult to navigate. Can't find out how to delete unwanted calls by strangers.,,
Skype,442, ARINDAM PATTANAYAK ," August 10, 2020 ",1,3,"  NOW SKYPE TAKES TOO MUCH TIME TO OPEN ..SO , I AM REQUESTING THE CONCERNED AUTHORITY TO FIX THE BUG BY UPDATE ...THE APP NEEDS AN IMPROVEMENT OF VIDEO QUALITY ... OTHERWISE I HAVE TO CHANGE THE APP ...",,
Skype,443, Alena Allen ," August 20, 2020 ",1,1,  App doesn't sleep in background. So I miss calls even If I opened the app but haven't refreshed it.,,
Skype,444, Ajay Bodar ," August 8, 2020 ",5,0,  Best app for communication and also great to calling features in which have..I very like this app. . Thanks skype team..,,
Skype,445, Mohammad Nadeem ," September 12, 2020 ",1,0,"  Notifications dont come properly, I think its 2020 and skype devs need to step up ahead and improve stuff.",,
Skype,446, melvin nizel alarca ," August 4, 2020 ",1,0,  No noise filter for calls. The pixelated video even on hi speed internet.,,
Skype,447, Peter Brown ," September 5, 2020 ",4,0,  For the call plans to Canada it is well worth it to be able to talk to my elderly mom!,,
Skype,448, Angela Snydsman ," September 25, 2020 ",5,0,"  Quality of picture is great. Wonderful to keep in touch with family, especially family.",,
Skype,449, Jovana Slavković," July 21, 2020 ",1,2,"  Ok, so my app updated a few hours ago and since than I can't get any message. I use this app for work, so I hope somebody will do something about it because I can't work like this.",,
Skype,450, Gourab Poddar ," August 9, 2020 ",5,0,  It helped me a lot during the quarrentine by learning through the online class without noticeable disturbance. Thanks�,,
Skype,451, Justin Cherry ," August 1, 2020 ",2,1,  Is very unstable. Disconnecting every few seconds or few minutes.,,
Skype,452, Carlos Vidaurri ," August 1, 2020 ",3,1,"  Sometimes, people call me but Skype does not ""ring"" so I get a ""missed call message.""",,
Skype,453, A Google user ," August 7, 2020 ",4,0,  Great app have never liked the layout and navigation needs an overhaul everything else 5 star,,
Skype,454, Owen Thornhill ," August 31, 2020 ",4,0,  Occasionally has trouble but very reliable most of the time,,
Skype,455, krissh vlogs ," September 18, 2020 ",5,0,  Best app for online education but when data connection is not too good a bug occurs best app For online education 👍,,
Skype,456, mohammed yusuf ," August 29, 2020 ",5,1,  Really very good performance and very useful for me best for online class,,
Skype,457, Suraj Ranasandha ," September 25, 2020 ",5,0,  Excellent calls frequency and quality....,,
Skype,458, A Google user ," August 28, 2020 ",5,0,  experience is good but if you are going to compete with a more user friendly competitors like Zoom Time is of the.essence,,
Skype,459, venkata subbarao ," August 10, 2020 ",4,0,  It is good but sometimes other person is unable to see My video even though it is in on,,
Skype,460, Sagnik Saha ," August 13, 2020 ",5,0,"  Its almost perfect, but its interface could be more minimal",,
Skype,461, shakhamuri suresh ," July 21, 2020 ",1,1,"  It is not working fine,, when open any group after 2 or 3 seconds the app is automatically closing",,
Skype,462, Abhishek Arora ," August 18, 2020 ",1,0,  Poor quality calls. Skype needs to get its act together.,,
Skype,463, Sandra Brown ," July 27, 2020 ",4,1,  I only use this app to skype my specialist and psychiatrist and have haf no problems so far so good!,,
Skype,464, Peter Noack ," August 28, 2020 ",1,0,"  Ever since MS took over Skype, it sucks. Unreliable and unfriendly user face.",,
Skype,465, Poh Kwee Lim ," August 26, 2020 ",4,0,"  Generally is good. For group chat, seems so hard to have.",,
Skype,466, Alysha Bowater ," September 9, 2020 ",3,0,  Paid for a service subscriptions that was actually free to begin with lol. Hard to take pics from,,
Skype,467, Asikur Rahman ," September 8, 2020 ",1,0,  Very very dissapointed. Sounds quality is poor can even tollarate the noise.,,
Skype,468, Angel Reyes ," September 18, 2020 ",5,0,  Great interface and fine quality of sound for calls,,
Skype,469, Nabanita sengupta ," September 26, 2020 ",5,0,  I use Skype to talk with my sister daily. It is very useful to me .Thanks .,,
Skype,470, A Google user ," August 17, 2020 ",5,1,  its great it never lags for me and i have a very laggy tablet so thats pretty cool and it is soooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo...Full Reviewits great it never lags for me and i have a very laggy tablet so thats pretty cool and it is sooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo goodddd!,,
Skype,471, Guy Thelisma ," August 13, 2020 ",5,0,  Good experience clear vision and clear sound Good way to communicate..outstanding,,
Skype,472, MARIANITA SIA ," September 3, 2020 ",5,0,"  This app is good, voice clear and the cam excellent.",,
Skype,473, Marianne T ," August 31, 2020 ",5,0,  I love how easy it is to use recording for assignments,,
Skype,474, Surendraneth Chandranath ," September 14, 2020 ",5,0,  The app is very good All the options are there Mainly the back ground is very nice I like the app so much,,
Skype,475, Patricia Buckley ," September 10, 2020 ",5,0,  Excellent for my Dr. visits! Skype's just what the Dr. ordered! �,,
Skype,476, Diane Mitchell ," August 21, 2020 ",5,0,  Consistent. Been using for years and it does the job.,,
Skype,477, José Vicente Carrasquero Aumaitre," August 4, 2020 ",5,0,  Wonderful experience talking to friends and family. Very good for business meetings.,,
Skype,478, Sharan Jothi ," July 30, 2020 ",4,1,  Nice but want to Improve voice clarity. Skype and viber are the best,,
Skype,479, Vatsal Parekh ," August 5, 2020 ",2,1,  Frustrating as the notifications at many times dont even ring even if the phone volume is full.,,
Skype,480, G33k Mobile ," September 5, 2020 ",5,0,  Love app I have Skpe is way than Zoom. I can't remember the last time I had a issue with Skype,,
Skype,481, Qamar ul Zaman ," July 29, 2020 ",5,1,"  Ost wonderful video chatting App, with amazing features and well executed provisions.....",,
Skype,482, Lourdes Bascara ," September 19, 2020 ",5,0,  Captured the whole video without any interruptions.,,
Skype,483, Silvia Stieger ," September 12, 2020 ",5,0,  I love it. It works for fixnet calls and Skype calls,,
Skype,484, Manmohan keshri.11 ," September 22, 2020 ",3,0,  I experience some network problem when My teacher is teaching us . Please fix it . My many friends experience this type of problem,,
Skype,485, Luda Brown ," August 4, 2020 ",5,0,  Always liked this app. Can talk to my family in Russia with no problems and good quality �,,
Skype,486, Saiham Zaman Mridul ," August 25, 2020 ",5,1,  Asome experience to call someone in the skype because Video & audio are so clear and perfect I love This App So much �,,
Skype,487, Ehtisham Khan ," July 28, 2020 ",1,3,"  Lags, especially in conference call. Need serious optimizations.",,
Skype,488, Austin Omega ," August 7, 2020 ",5,1,  One of the best app I have ever come in contact with. Very easy to use and with lots of features.,,
Skype,489, Leena Shukla ," September 2, 2020 ",5,0,  It's very good app for video calling or voice calling,,
Skype,490, Jorge Osorio ," September 6, 2020 ",5,0,"  For video calls with friends and family, it works just fine",,
Skype,491, Judy Coe ," September 13, 2020 ",5,0,  Reception is very good. Never had any problems so far.,,
Skype,492, Sara Duarte Martínez," September 19, 2020 ",1,0,  It's stopped working on my chromebook since thursday 17th September,,
Skype,493, Ian Baker ," August 28, 2020 ",5,0,  Very good quality app now I can connect to people in other countries,,
Skype,494, Zehra Zulfiqar ," August 26, 2020 ",2,0,  I really like this app but I keep getting wierd ads that I'm not really interested in.,,
Skype,495, Eugene Zubakhin ," July 26, 2020 ",1,1,  I often miss calls. Also I can't use multiple accounts in android app.,,
Skype,496, Vimal Hurry ," September 6, 2020 ",1,0,  Unstable. The app keeps closing unexpectedly.,,
Skype,497, Suresh Gajjela ," September 19, 2020 ",5,0,  Some days voice is breaking but today it was very good,,
Skype,498, Gordon Kennaugh ," September 22, 2020 ",1,0,  The app keeps closing without reason and so I cant use it.,,
Skype,499, Colin Ross ," August 20, 2020 ",4,0,  Coherent conversation without over speaking. Good quality video .,,
Skype,500, SpeakEasy Bernolakovo ," July 28, 2020 ",5,0,"  Good. Buttons should be bigger, but otherwise all ok.",,
Skype,501, Abu Zubair ," August 15, 2020 ",5,0,"  It’s a global app which is important for communication, education and many more purpose. I like i",,
Skype,502, Kiran Ayre ," August 23, 2020 ",5,0,  Nice clear video chat can be done . Very useful app.,,
Skype,503, Michael Golden ," September 9, 2020 ",3,0,  Cannot easily delete old messages from selected contacts,,
Skype,504, terri pitzer ," September 20, 2020 ",5,0,  Easy to use. Clear sound and picture.,,
Skype,505, Alvin Poon ," July 28, 2020 ",1,1,  I can't set up my alfpoon skype id on my laptop. They are asking for a code and the email address reflected there is not an updated one.,,
Skype,506, Laura A ," August 13, 2020 ",5,1,  My no1 choice for long distance calls with family. Works well on wi fi and on mobile data also.,,
Skype,507, Chris Lynagh ," July 31, 2020 ",5,0,"  A great time chatting ... clear voices, clear visual.",,
Skype,508, Milorad Rankic ," September 9, 2020 ",1,0,  Notifications are never on time.. why cant just work like whatsupp or viber..,,
Skype,509, Fardjad Davari ," September 26, 2020 ",2,0,"  It's pretty decent for what it is. However, it is impossible to delete (and I mean delete, not block) contacts completely! No matter what I do, previously deleted contacts still show up somewhere in the app. For example, when I type in a few letters in the search box, it shows the names of the peopl...Full ReviewIt's pretty decent for what it is. However, it is impossible to delete (and I mean delete, not block) contacts completely! No matter what I do, previously deleted contacts still show up somewhere in the app. For example, when I type in a few letters in the search box, it shows the names of the people I previously DELETED on top, whereas those names don't show up at all when I perform the same search on another account!",,
Skype,510, Terry Taleck ," July 24, 2020 ",5,0,  Yes for once it was a good call except for audio their was no sound,,
Skype,511, Jackie Findlay ," August 23, 2020 ",5,0,  Very easy to use and great way of contacting friends and family around the world. Love it,,
Skype,512, Ali Naeemy ," August 5, 2020 ",5,0,  I'm using it to learn languages and it's great as I can easily communicate with people.,,
Skype,513, EndtheAgenda ," August 10, 2020 ",1,0,  Microsoft Skype consistently overheats Note 10+. Very concerned why only Skype.,,
Skype,514, Akash Ahmed ," September 6, 2020 ",3,0,  I want to tell u that everytime I can't reicive notification from this app. Somebody call me when I sill on network but don't show me call . When I open this app than its show misscall. What i do broo... Redmi note 8 pro,,
Skype,515, Gertrúd Kovác," September 2, 2020 ",1,0,"  Doesn't work on Android 4.2.1, I can't sign in.",,
Skype,516, Trenton MacLeod ," August 17, 2020 ",5,0,"  I used to hate Skype, but it works much better now!",,
Skype,517, Šńęhāšîśï," August 24, 2020 ",3,1,  This app is good but it not run in PC perfectly but it run smoothly on smart �,,
Skype,518, Mahmoud Abou Saleh ," July 31, 2020 ",5,0,"  24/24 you can make calls without any dificults for less expenses,also you have option for free call to all people who uses Skype.",,
Skype,519, I'm praying for rain ," July 30, 2020 ",5,0,  Text messaging can get a bit laggy but the video and call quality is superb,,
Skype,520, Mark Simon ," September 20, 2020 ",3,0,  Microphone is very bad and speaker is very bad volume,,
Skype,521, Brian Fernandez ," August 18, 2020 ",5,0,  Works well and not had any problems while using it!,,
Skype,522, MD.Junayed Reza Dipto ," September 7, 2020 ",1,0,  Can't turn off the in call vibration! That sucks!,,
Skype,523, k 1 ," September 5, 2020 ",1,0,  No matter how many times I put myself invisible the app switches me back to active. What's the point in having these features if they don't work,,
Skype,524, Jeremy Rumble ," September 9, 2020 ",4,0,"  I bought a subscription for calling on the phone and having an incoming phone number. I like the features! The only issues I've had are once having to turn bluetooth off and back on for the mic part to work (so probably not even a skype problem) and once where a call to phone started out with a huge...Full ReviewI bought a subscription for calling on the phone and having an incoming phone number. I like the features! The only issues I've had are once having to turn bluetooth off and back on for the mic part to work (so probably not even a skype problem) and once where a call to phone started out with a huge delay in the audio, but after talking for a few minutes it straightened out and I was able to talk normally for another two hours until I was done. Seems to be improved in terms of battery use also.",,
Skype,525, David Bakken ," September 19, 2020 ",4,0,  I have not used this very much. So I have not given it 5 stars. In time it may get 5.,,
Skype,526, Mohsen Abdolahipoor ," September 26, 2020 ",5,0,  Fast easy and user friendly,,
Skype,527, Pratik Shindekar ," September 26, 2020 ",3,0,  It's nice 👍 But I cannot see everyone's video when everyone starts vid,,
Skype,528, Dan Kelly ," July 30, 2020 ",5,0,  Great app. No problems ever. No cut offs.,,
Skype,529, Ajit Singh ," July 30, 2020 ",4,0,  It's is an added bonus to have an app as my laptop skype doesn't give the clarity as this app,,
Skype,530, Edwin Rich ," August 15, 2020 ",5,0,  Works really well and is reliable really effective for calls to a relative with disabilities,,
Skype,531, Meir Rosen- ," September 13, 2020 ",3,0,"  Slow, Messages disappear after a while....",,
Skype,532, Justus Kennedy ," August 4, 2020 ",4,0,  It has its ups and downs but all around its a pretty good talking app I use it to talk to my best friend all the time,,
Skype,533, Harry G. ," August 1, 2020 ",1,1,  Calling quality has been temperamental, the interface is not user friendly at all,
Skype,534, elena liberman ," September 10, 2020 ",5,0,  Perfect connection with audio and video!,,
Skype,535, Giridhari Ramamoorthy ," August 21, 2020 ",5,0,  what can I say - Skype has helped me so much so that I feel incomplete without it... I m lovin it,,
Skype,536, shree raj ," August 14, 2020 ",2,0,  Skype is good.Its chats are best but Skype take its own decision means it signed out itself.,,
Skype,537, Ravichandran Krishnan ," September 7, 2020 ",5,1,"  good to have, helpful to connect with elderly parents in their gsm phone :)",,
Skype,538, Christian Dufourmentel ," September 8, 2020 ",4,0,"  Skype works quite well on my smartphone, but I am fed up with using it through my laptop. It permanently bugs. I got 2 laptops and one personal computer 🖥 with Windows XP, Vista and Windows 10. I have never been satisfied. I got 2 différents android. It's quite well. Why? So now I use Skype through...Full ReviewSkype works quite well on my smartphone, but I am fed up with using it through my laptop. It permanently bugs. I got 2 laptops and one personal computer 🖥 with Windows XP, Vista and Windows 10. I have never been satisfied. I got 2 différents android. It's quite well. Why? So now I use Skype through my smartphone. Only. Than",,
Skype,539, Andrew Warner ," September 2, 2020 ",5,0,  Great app for video calls. Underrated now that everyone loves zoom,,
Skype,540, Lorenz Day ," August 25, 2020 ",4,0,  Easy and to the point when beginning this app when a time in need.,,
Skype,541, TTVWolfie 6192 ," August 7, 2020 ",5,2,  Perfect video quality an call quality defo the easiest app to call your friends and family!,,
Skype,542, Brian Larson ," September 7, 2020 ",5,0,  Very clear voice and video calls.,,
Skype,543, Easy Stuff ," September 16, 2020 ",5,0,  This app is amazing it has hardly any problems! �,,
Skype,544, Ralph Ellis ," August 10, 2020 ",5,1,  Full featured app with great call quality and inexpensive plans,,
Skype,545, Arvind Tiwari ," August 24, 2020 ",5,0,"  Good App for meeting, Audio and video chats.",,
Skype,546, Vladimir _ ," August 10, 2020 ",4,0,  not so bad as desktop version. can't easily switch profiles,,
Skype,547, jim groess ," August 27, 2020 ",5,0,  We live in Costa Rica and making calls to the United States is expensive. With Skype it is easy and much cheaper.,,
Skype,548, Mohammad Rizk ," August 25, 2020 ",5,0,  Excellent app for video and audio calls.,,
Skype,549, Wasim Shaikh ," July 20, 2020 ",5,0,  It is actually a very good communication app. Helps allot,,
Skype,550, Bella Wilson ," July 27, 2020 ",5,0,  Great bit of glitches at times but other than that amazing,,
Skype,551, Naveen Vijay ," July 27, 2020 ",5,4,  Best app. High quality video call with screen sharing.,,
Skype,552, von bish ," September 26, 2020 ",5,0,  Great audio sound.,,
Skype,553, A Google user ," July 27, 2020 ",5,1,  Very good l am always connected but sometimes experience poor network connection,,
Skype,554, Mary Kennedy ," August 2, 2020 ",5,1,  This app is wonderful. It helps me keep in touch with my children and grandchildren. Thank you,,
Skype,555, David Roberts ," August 27, 2020 ",5,0,  Normally quite good just the odd time hiccup but on the whole very satisfied If on,,
Skype,556, VINTAEGRAM ," August 5, 2020 ",5,0,"  Very stable, vwry easy to use, and user friendly",,
Skype,557, K Frost ," August 11, 2020 ",4,0,"  Sometimes it works well, sometimes it doesn't but it is a God send for talking to my parents locked in a nursing home during Covid 19.",,
Skype,558, Steve C. ," September 15, 2020 ",5,0,  Seems to be functioning more stable than in the past.,,
Skype,559, Julia P ," September 3, 2020 ",1,170,"  Loved Skype for a long time but the privacy settings for the tablet version of the app are hard to control (compared to the phone app where you can opt to only receive calls from contacts) and I've been getting nonstop spam calls from strangers. Tried to talk to support but there's some kind of weir...Full ReviewLoved Skype for a long time but the privacy settings for the tablet version of the app are hard to control (compared to the phone app where you can opt to only receive calls from contacts) and I've been getting nonstop spam calls from strangers. Tried to talk to support but there's some kind of weird requirement to have a Microsoft account to connect with support...I don't know, I give up. If I were just using Skype on my phone it would be fine, though.",,
