App,ID,Author,Date,Rating,Helpful Count,Review,,,,
,672,Subhash Subhash,24-Sep-20,1,1, Whenever I open play store this FB app is ready for update.. plz do something how many time I have to update this.. it take lot of data for update.. plz fix all your bugs one time only how mang time we have to update this.. and I don't use this app also most of the time I dont look my FB profile.. p...Full ReviewWhenever I open play store this FB app is ready for update.. plz do something how many time I have to update this.. it take lot of data for update.. plz fix all your bugs one time only how mang time we have to update this.. and I don't use this app also most of the time I dont look my FB profile.. plz fix the bugs,,,,
,673,mike iwu,28-Sep-20,1,1," Facebook is not what it used to be it's now unreliable, not functioning properly,soon people will stop using it. that's why they need to operate on the app and add new fun things to it.",,,,
,674,Ronald Jones,26-Sep-20,1,2," NO CODES ARE BEING SENT TO MY PHONE, & TO MY EMAIL SO I CAN CHANGE MY PASSWORD THIS HAS BEEN GOING ON FOR SEVERAL DAYS , I HAD THIS PROBLEM BEFORE, YEARS AGO ON MY FIRST ACCOUNT, I NEED TO CHANGED MY PASSWORD. I BELIEVE AN EMPLOYEE OF fACEBOOK HAS CHANGED MY PASSWORD, I BELIEVE, YOU ARE DELIBERATELY...Full ReviewNO CODES ARE BEING SENT TO MY PHONE, & TO MY EMAIL SO I CAN CHANGE MY PASSWORD THIS HAS BEEN GOING ON FOR SEVERAL DAYS , I HAD THIS PROBLEM BEFORE, YEARS AGO ON MY FIRST ACCOUNT, I NEED TO CHANGED MY PASSWORD. I BELIEVE AN EMPLOYEE OF fACEBOOK HAS CHANGED MY PASSWORD, I BELIEVE, YOU ARE DELIBERATELY NOT SENDING THE CODES TO PREVENT ME TO ENTER MY ACCOUNT................. WHY? .",,,,
,675,Amjad Allate,26-Sep-20,5,4," Facebook App very much useful to transfer your thoughts to world and get information of news. Ads. Food recipy other engineer technics.Greetings. family,relatives,classmates, colleagues all our world in fraction of seconds with your fingertips",,,,
,676,Atul Ahuja,27-Sep-20,1,2," Keeps hanging. Slow to respond. Crashes. Updates disappear, then reappear. ""Show more"" is so slow that you don't want to use this app anymore.",,,,
,677,Fester's Uncle N.,27-Sep-20,1,1," Uploaded the app says I need a login code, it is being sent to me by sms , I get the code a split second more the app crash closes, and the same process needs to be done over and over same result each cycle.",,,,
,678,rye adolfo,29-Sep-20,1,6," Everytime I open messenger from facebook it always prompt switch account then I do back button to open chat which is very annoying, please fix this bug on Oppo f1s Adroid 6.0, on other hand messenger lite version do directly open chat from facebook. Please find solution to fix this bug, hopefully on...Full ReviewEverytime I open messenger from facebook it always prompt switch account then I do back button to open chat which is very annoying, please fix this bug on Oppo f1s Adroid 6.0, on other hand messenger lite version do directly open chat from facebook. Please find solution to fix this bug, hopefully on your next update.",,,,
,679,Abigail Lovato,6-Sep-20,1,5, Cannot upload photos which has been reported several times. And now I can't see certain things in groups even after updates. Please get the dang app fix. After every update there is something that always happens.,,,,
,680,Regena Jordan,20-Sep-20,2,6," I do not want this app, dont ever auto install or update! A lot of reviews are having same trouble as me. Loses connection all the time. Says my wifi shutting down, never have this problem except when using this face book app. Giving it one morr chance!!!",,,,
,681,Corey Baker,17-Sep-20,1,29," Facebook app needs a stable update for Android 10, front facing flash doesn't work notifications won't disappear after checking them.. text options won't show above keyboard when you edit stories. Complete mess.. and whatever happened to dark mode for the main app? Essential PH-1",,,,
,682,Dani Mckenzie,24-Sep-20,1,2," I am having to Type everything 3 ir 4 times because my languange won't stay in English. So far update hadn't helpef this problema If hoy can' t fix it, I will delete. All of these complaints and not one response from fb. So face it, do they really care????😂😂😂😂Not a chan",,,,
,683,Mahmoud Soliman,3-Sep-20,1,8," Since end of August the app was not loading anything, After 3 days of retrying I thoughy maybe reinstall would help, but now I am unable to login, the login page keep saying no internet when connected to wifi and when using mobile data it keeps loading (logging in) forever",,,,
,684,Bharpur Singh,3-Sep-20,2,12," Please help. My friend cant log in and has not been able to log in for weeks. When he tries to log in it tells him to select a phone number to receive the verification text, but there is no phone number displayed. Facebook ignores all help inquiries",,,,
,685,Jalal Ghraizy,6-Sep-20,1,1," The page loading is too slow even it does not open also after refreshing it many times, knowing that the internet connection speed is fast. Surprised how Facebook application after years became like that.",,,,
,686,Trier Cherry,3-Sep-20,1,14, This app has turned completely unusable. None of my feed loads. When you open the app the stories and feed are blank. Tried to reinstall same issue. Isn't this a billion dollar company 🤔? Now I can't even access my business page,,,,
,687,Amber Leverett,6-Sep-20,1,4," Since the new update everytime you go back to the news feed after reading an article or watching a video, it resets you to the top. It also goes back to the top if you close the app for a second and then go back in.",,,,
,688,Klaudia Sopas,8-Sep-20,4,8, Necessary in modern life. Love that It's so easy to keep up with family and friends. Ad increase in the middle of videos is a bit annoying. Really don't understand why there isn't a dark/night mode! Or even colored themes.,,,,
,689,Adil OUAAKKI,7-Sep-20,1,3," The new update when you're watching video and ask you to continuously watch or no , it really Stupid , and you have to enter into the videos list , before was good you can watch and same time scroll down , Never Update the app",,,,
,690,lindsay anne,8-Sep-20,3,3, Love facebk. Its Amazing! Only problem is there are glitches! Things dont load or it freezes up or I get a black screen! Please fix these problems! This shouldn't be happening! Thats why I only gave it 3 stars instead of 5!💜👍❤,,,,
,691,Bonnie Licklider,6-Sep-20,1,0," Well, it couldn't last forever. Facebook is officially MESSED up. It logged me out, would not let me long in. Changed my password and STILL NOTHING. Wish they would spend their BILLIONS on improving the website, not ruining it!",,,,
,692,Julie McClain,10-Sep-20,4,3, Having issues with the pages I follow when I go to a page all the post keeps scrolling up by itself and I can't see what is on their page. Please fix. When I go to tag a friend on a page they don't see it. So please fix.,,,,
,693,Saugat Limbu11,8-Sep-20,5,73, It is a very good medium for communication. All its features are good and excellent but I also have a small complaint that Facebook does not have the feature of Dark Mode so I hope you will also provide Dark Mode.,,,,
,694,uriel lugo,12-Sep-20,1,7," The app wont let me post on Facebook marketplace. I go through the whole process and when it's time to submit it just simply doesnt do anything. I've tried for 3 days now and all it let me do is press on the ""Next"" button and does nothing.",,,,
,695,Casey Boyett,13-Sep-20,3,8," Your app is garbage sometimes. I hate when I'm typing a comment, switch to another app for a few seconds, come back and see that the app has refreshed and I've lost everything. It's extremely frustrating.",,,,
,696,santa khandoker,10-Sep-20,1,1, It's becoming worse and worse. Too much glitches and bugs. Sending code issue is yet not being fixed😤 Its giving such headache thats gonna make me mad. I am totally disappointed and not enjoying their consumer services at all. They act so arrogant towards us that dont even fix the problems,,,,
,697,MARYAM KBALOGUN,19-Sep-20,1,6," Why is it that each time i off my phone, this App will authomatically uninstall itself, that i will have to install from Google playstore again. For the past two weeks now i have install Facebook App for more than ten times. Why? Can someone profer solution to this problem please.",,,,
,698,Jacob McCrae,11-Sep-20,1,3, I'm prompted several times a day to log out and that my session has expired. I have uninstalled and reinstalled the app and nothing changed. Not sure what's going on but this is super annoying. Please fix thanks!,,,,
,699,Jyoti Naik,7-Sep-20,2,0, I am not able to access your Avatar feature...I have been on Facebook since 11 years now..and I don't get to make an avatar.!?..I have tried all the hacks and tricks suggested by various people to enable it.But none worked for me. I am DISAPPOINTED!,,,,
,700,Hasnain Ali,10-Sep-20,4,1, Facebook is all the way best social app I've ever seen.. but one thing I miss is DARK MODE... I will highly recommend the Dark mode to be added to Facebook team... Millions of users are looking for it but they can't find it... Thanks �,,,,
,701,ritesh buddhadev,13-Sep-20,1,10, This is my favourite app. Yesterday my account got disabled and I can not get a solution. I created a new one today. I'm very sad please help me. And now I can't log in to new account as well through the app. If fb team is seeing this please help. Please.,,,,
,702,Saurabh Patil,10-Sep-20,2,0, Newer versions are a disappointment... The app has started draining battery on a whole new level. 30 mins of usage and the battery is down 15%. I use youtube for an hr and its just down 5%.,,,,
,703,Shramana Saha,8-Sep-20,2,1, Privacy of users not guarded. Profile Picture Guard Option not available on my account despite it being available for other users in my region. Reported the issue multiple times. No action taken ever! Highly disappointing!,,,,
,704,Mikko Angelo Banzon,14-Sep-20,3,2, Dark mode is not working on Xiaomi Black shark 3. The setting for dark mode under setting and privacy is missing sometime and sometimes is there. I am not sure if that is a bug. Please fix it we need dark mode for amoled phones.,,,,
,705,Sandra Soto,20-Sep-20,3,1," Since last update, I cannot read comments on any videos that were posted live unless I watch the entire video. Also, in my notifications when I get a notice that someone is live I tap it and it tells me that the ""video cannot be played""",,,,
,706,nathan fujimoto,19-Sep-20,1,4," Yet again, only group posts and ads. I did not sign up to see only group posts and ads, i signed up to stay in touch with friends and family. This started after the last update.",,,,
,707,Gordon Marshall,19-Sep-20,1,3," Why do they keep messing about with this app??? It was working OK on my Android tablet, full screen in landscape and now it's only half screen portrait. Why is this so hard???",,,,
,708,Tech TRD86,17-Sep-20,1,1408," Getting so sick of this app. Pointless updates that just make it more broken each time. Notifications are a complete joke, as in you don't get any unless you actually open the app even though it is always running in the background. Even ignores it's own settings.",,,,
,709,Antonio Boyd,22-Sep-20,1,1," I am having the hardest time to operate this app! It keeps logging me out and it is really getting frustrating. I've Uninstaled it, re-installed it, and as I was giving FB permissions it logged me out again. Help please! #frustratedcustomer",,,,
,710,Gina Garcia,20-Sep-20,1,2, Yes I recently bought a new phone and I cannot get into Facebook to play any of my games I've tried all kinds of different passwords that I've remembered I've even made new ones and nothing is happening for me on Facebook I would really want my account back cuz I already have some old accounts that ...Full ReviewYes I recently bought a new phone and I cannot get into Facebook to play any of my games I've tried all kinds of different passwords that I've remembered I've even made new ones and nothing is happening for me on Facebook I would really want my account back cuz I already have some old accounts that I can't even delete off my phone if someone could please help me I would really like to get back into Facebook and play my games I can't even get into my messenger I would appreciate your feedback,,,,
,711,Bonnie Jones,21-Sep-20,1,1," This new version is terrible! The ""continue on watch"" feature is annoying and will not bring you back to where you left off on your feed. I wish I never upgraded!",,,,
,712,Kathy Heinzen,17-Sep-20,3,3," It was fine until recently. Now when I try to post birthday wishes on friend's timeline there's no way to do it. ""Post"" has disappeared. Only edit, save draft, or discard options show on lower left.",,,,
,713,Judy Altenkirk,20-Sep-20,1,2," Latest upgrade is not user friendly, everything is too big, have to click on items to try and view them. It wasn't broken not sure why it needed to be ""fixed"". Now it is broken, please fix.",,,,
,714,Jenny Sharma,23-Sep-20,1,1, Worst app ever. What is this fb doing even if it confirm the account with verification it doesn't still show my account...and what is this like we have fewer people to check the account when my account is verified shouldn't I get my account......I even don't give a 0 point....This is disgusting. I h...Full ReviewWorst app ever. What is this fb doing even if it confirm the account with verification it doesn't still show my account...and what is this like we have fewer people to check the account when my account is verified shouldn't I get my account......I even don't give a 0 point....This is disgusting. I have verified my number so many times but still I m not getting my account...Is this so called security..This is extremely below the line...This is such a nonsense app..If it wasn't for work purpose,,,,
,715,Kacie White,22-Sep-20,2,1," Last update is terrible! If I read a comment section (open any post) and then try to close that & go back to my news feed, it starts me at the very top of the news feed again. Please fix this!",,,,
,716,Jay Kingston,25-Sep-20,2,4, It is better than the previous version which kept crashing. Fb is becomming boring but they have tied us down with pics of our kids and conversations with our mates. If it wasnt for the above i along with many others would migrate to a new Socail network. 😕😔�,,,,
,717,superhero spectre 330,17-Sep-20,4,7, I like the app.But now a days I am having some issue whenever I use facebook there is pop coming saying that send feedback.When I click that pop up the app automatically stop working I would like if you fix the problem. That would be helpful,,,,
,718,Queenie Ablog,27-Sep-20,2,1," My acc was suddenly locked and even though i have a stable internet connection, my facebook stopped working... I uninstalled it, reinstalled it and i updated it how many times but it didn't worked.. Its still not working and i hate it.now i cant watch anime anymore.",,,,
,719,D Balin,3-Sep-20,1,5," 9/3/2020 This App has gotten so bad, constant buffering, pages won't load, not getting notifications or if you do they won't open when clicked on..every ""UPDATE "" seems to make it worse.",,,,
,720,Strxwberry _milk,17-Sep-20,4,6, Facebook is really a great app but the thing i hate is the 'featured photo' why did you change it? Everytime i want to see my 'featured photo' it goes so fast you changed it like a video. But other than that i say this is a great app.,,,,
,721,richa pandey,5-Sep-20,3,9," I am unable to use this app. Once i uninstalled it due to my studies, but after installing it again, it is not working. Every time i try to log in, it says an unexpected error occured. Please fix it.",,,,
,722,Raju Sarkar,5-Sep-20,1,4," We cannot chat on FB. That is the thing that hurts me. I cannot download another app for messaging. You should allow users to chat on Facebook app. You should not force people to download an extra app, messenger. We do not have plenty of spaces. Please consider it.",,,,
,723,Rahat Alamgir,3-Sep-20,1,1, This app has become horrible. Can't stop videos from playing at full volume. And the app sets what's relevant to me although it isn't....this is a horrible app.... What's wrong with Facebook. Are they running out of talented people?,,,,
,724,Maggie Gomes,5-Sep-20,2,0," I'm m having problems with login. Asks for login they sent me in a message, which I never received. No other option after they ask for that login. So are they not sending a message or sending to wrong number?",,,,
,725,Geraldine Moran,3-Sep-20,1,7, I dont get all my messages. This new app really stinks. go back to the old app. Face book always shutting down and showing a black cloud that something went wrong but doesn't tell you how to fix.,,,,
,726,WEFYB CODSTYLE,8-Sep-20,1,0," easily more than 10 times a day I get kicked off my account because my ""session expired"" and it makes me 're log in again.. sometimes il log in and 2 minuets later my session has expired again... just about done with Facebook",,,,
,727,Hansi r,27-Sep-20,1,2, I had a glitch in my app so I reinstalled it I got accidentally got locked out of my account and there is no way of recovery ... I mean they say that they will send a code but they dont worst experience ever now I cannot do anything I sent like 20 e-mail for help ... No reply,,,,
,728,Puipuia Takumi,12-Sep-20,2,8, I used my old phone number to make an account(which I don't used it now)and my Facebook got logout for no reason..and now when I try to get it back it but it won't even let me change my phone number where I can get the code to change the password..really sad for an apps used by Billions,,,,
,729,Liz Landon,8-Sep-20,2,2," Enough with the ads! I hit ""hide ad"" and you keep come at me with more.I'm just about done with fb just for this reason. Other then that, I love fb. But your ads are pushing me to the edge of deleting it all. Enough already!!!",,,,
,730,Lee Hunt,9-Sep-20,1,4, Total S***e only shows certain posts not pages you are following keep getting posts from pages i have never liked or followed plus following people/companies i have never looked at pages or followed keeps crashing all the time and crashes when trying to log out,,,,
,731,Johann Van Der linde,20-Sep-20,2,2, I'm slowly starting to lose my patience with this app. Its overall a good app. But the profile picture of my page doesn't show. It's not allowing me to upload a picture! Fix the problem.,,,,
,732,Sunil K,11-Sep-20,5,8, Don't be happy that I've given a five star... Actually this a biggest data consumer app like Google apps need to keep updating the apps all the time just get one better version done atleast for one month usage tan updating it the whole month almost. 60 mb per update and that's worse.,,,,
,733,Dee Harmonic,12-Sep-20,2,17," Anytime I try to share an article and ESPECIALLY if it mentions covid some stupid pop-up comes up telling the source that's sharing it which BTW I already KNOW and then would I like to continue still, well of course that's the whole reason why I clicked share! Remove this waste of space and stop try...Full ReviewAnytime I try to share an article and ESPECIALLY if it mentions covid some stupid pop-up comes up telling the source that's sharing it which BTW I already KNOW and then would I like to continue still, well of course that's the whole reason why I clicked share! Remove this waste of space and stop trying to think for everyone �",,,,
,734,Jemicah Joya,16-Sep-20,1,4, Experience as of the moment. Cannot view photos on myday. Cannot search faster. Everything becomes buffer and not responsive. Kept on hanging. How will I use the app if I cannot see anything as well messenger.,,,,
,735,Arvhie Bravo,12-Sep-20,3,0," Overall os fine. I have just found one issue. When I save a post in my collection then I go to my collection, only five saved post are displayed while I have 70+ of saved items. Please fix this.",,,,
,736,Cristal Hammond,10-Sep-20,3,13, I would like some answers as to what's going on with games I have two games I play that are synced through Facebook I play with Facebook friends ever since Saturday I keep losing friends or completely losing all of them but yeah I know people are still playing the game no one will give me a straight...Full ReviewI would like some answers as to what's going on with games I have two games I play that are synced through Facebook I play with Facebook friends ever since Saturday I keep losing friends or completely losing all of them but yeah I know people are still playing the game no one will give me a straight answer,,,,
,737,Hassan Khani Tricks,18-Sep-20,1,1," Facebook have no security because my account has been hacked 4,5 times and I have already apply two step verification. When the hacker enter to my account I received the two step verification code on my phone when I see my account he removed my phone number from email section and I have never talk t...Full ReviewFacebook have no security because my account has been hacked 4,5 times and I have already apply two step verification. When the hacker enter to my account I received the two step verification code on my phone when I see my account he removed my phone number from email section and I have never talk the two step verification to any other person. Facebook is Hacker's book i am uninstall it�",,,,
,738,Abandon Ship,9-Sep-20,2,2," The app is alright but the only problem is that when I updated it, the notifications aren't working... But the only notification working is for the comments and the rest is nothing.",,,,
,739,AJ R,20-Sep-20,1,2, Still no dark mode? Come on guys. Also videos sometimes double play when entering fullscreen and can get stuck playing in the background forever. Getting sick of ads shoved in my face mid video.,,,,
,740,pouya parsaie,15-Sep-20,3,114," My phone is one of the highend quickest phones in the market and it can handle EVERYTHING but when it comes to the Market Place of Facebook app, the screen freezes too often and reponds slowly. Other facebook tabs like Newsfeed or Videos work just fine, this makes me thing the Market Place tab has i...Full ReviewMy phone is one of the highend quickest phones in the market and it can handle EVERYTHING but when it comes to the Market Place of Facebook app, the screen freezes too often and reponds slowly. Other facebook tabs like Newsfeed or Videos work just fine, this makes me thing the Market Place tab has issues.",,,,
,741,Aayush Kantak,21-Sep-20,3,9," It's became,a headache.....!I,mean at first it stops on the Facebook logo for two mins.....,&after that it lags a bit lot.. !mean,I tried closing the app&again starting it....it appears to be the same...!&it really required dark-mode....because,light-mode sucks......",,,,
,742,Chinonso Okoloagu,15-Sep-20,5,35, Its been a wonderful experience until a notice to verify my fb app and since the I'm unable to log into my account. I do not know if my account is hacked and if not why has fb cut me off from my social life. Please kindly reconnect my account so i can have acess to my account. Thank you. Chinonso Ch...Full ReviewIts been a wonderful experience until a notice to verify my fb app and since the I'm unable to log into my account. I do not know if my account is hacked and if not why has fb cut me off from my social life. Please kindly reconnect my account so i can have acess to my account. Thank you. Chinonso Christopher Okoloagu.,,,,
,743,Wasi Bilgrami,9-Sep-20,2,0, Unable to tag group members in closed group under comments section who are not in our friend list. This is really annoying. Please fix it asap so we can easily communicate with each other.,,,,
,744,Rebecca Scott,16-Sep-20,1,5," What in the world happened with the update. The layout is so big, you can't even navigate around the site on a desktop/laptop. Very inconvenient. Please fix the layout and font to something easily accessible.",,,,
,745,Djinni Yancey,17-Sep-20,5,52, I am pleased with this app, it keeps me connected to my friends and family near and far. I like having the freedom to unfollow people I want to see less of and setting my preferences to make it an enjoyable platform.,,,
,746,Sammy Gonzalez,14-Sep-20,5,2, Its great.. I always have a good time on Facebook it helps. With lots of my internet action. However it is sort of hard to log on I always have a hard time with saving my password but I've got through it every time with help thank you Facebook sincerely Sammy Gonzalez..,,,,
,747,Mighty truck,22-Sep-20,4,1, When you are home page you have tap two times in back baton immediately. Otherwise you have to see new posts. It's irritating. I don't like it. So i'm losing 1 star.,,,,
,748,A Google user,18-Sep-20,1,1," Facebook sucks! Marketplace is a nightmare, so slow, cannot select items you want to buy but the publicity works in one click!! Sooo much publicities! Seriously considering switching to another platform to sell and buy",,,,
,749,Wilfredo Rivera Colon,26-Sep-20,5,15," Facebook is an excellent media source, but don't feel any respect, consideration, value or recognition of Facebook users. I have been a Facebook user, fan and sharer for many years and I have never receive an answer to my messages, specially a lot of messages I have sent to the Artists Jennifer Lope...Full ReviewFacebook is an excellent media source, but don't feel any respect, consideration, value or recognition of Facebook users. I have been a Facebook user, fan and sharer for many years and I have never receive an answer to my messages, specially a lot of messages I have sent to the Artists Jennifer Lopezs and Mark Anthony. It is very important to communicate with them because I have music material for them. And evry time I send a message through Facebook they throw it in the trash can. SOS!!!",,,,
,750,Binod Kumar,27-Sep-20,5,22," I am using Facebook from three years. It is good. We can see news, funny video etc on it. We can also chat with friends. It is very good and l am enjoying to use Facebook",,,,
,751,Maz Muston,26-Sep-20,1,1," Once again, Facebook have changed the screen layout and now every time I use it I have to turn my tablet though 90 degrees to be able to read the post. Reverse the update.",,,,
,752,babagana mohammed,26-Sep-20,5,4," Since 2014 am using Facebook without using any application. Facebook it better application for me, because it easy to send messages, u can over write, search area like Google drive, U share Videos and Audios, e t c.",,,,
,753,Tammy Dunlap,27-Sep-20,2,2," New notifications aren't showing until page is refreshed, sometimes it takes more than one time to refresh. Don't have the Avatar option on my Galaxy A50. Updates are getting worse.",,,,
,754,Gobinda SH Auronno,25-Sep-20,5,3," Best. But If there was a dark mode, it would be much more beautiful. Then the light would not be in front of our eyes. Everything is fine like this. Well, when will you start this option?",,,,
,755,Oyebode Peter,27-Sep-20,2,0, I seriously blame myself for updating this app. The last version was great. Once i minimise the app and go back to open it automatically refresh itself making it impossible for me to see a particular post or article,,,,
,756,Lash Scorn,27-Sep-20,1,230," Report button doesn't seem to work. New update shows glitches and bugs. Friends and Followed Pages' Pictures don't show up, but Hidden/blocked pages show up on the feed. Ads pop up on videos and you cant continue to the videos you intend to watch.",,,,
,757,Natalie Lo,18-Sep-20,1,5," Constant glitches. The newest being anything I share from instagram can't be viewed and/or shows up as content that can't be viewed. There's no consistency and every update made, makes this a less usable platform. I'm about done with Facebook.",,,,
,758,Md RAHAT,25-Sep-20,4,3, I used this social media application during 4 years. It's really a good app. But it has some defaults too. Some functions like playing video and accepted friend request is not showed overall.,,,,
,759,Richard Olaka,15-Sep-20,5,182," Excellent app with great quality services, world best collaboration channel I really love it,Facebook community are very friendly and loyal thank you for working hard to bring world together and giving all people opportunities to express their thoughts and interests to make the world just and better...Full ReviewExcellent app with great quality services, world best collaboration channel I really love it,Facebook community are very friendly and loyal thank you for working hard to bring world together and giving all people opportunities to express their thoughts and interests to make the world just and better place for everyone.",,,,
,760,Nazmus Sakib Raiyan,17-Sep-20,2,3, There should be a greater Security update. So that Accounts cannot be hacked so easily. Make the security more Critical for hackers to hack. Consider this one. Hope it will be fixed soon. Thanks.✌,,,,
,761,Ami Mac D',6-Sep-20,2,4, notification glitches is a real pain in my ass. Y'all make a killin on the money part but wont fix problems within the app. It is so frustrating when I clear out the old notifications just to have it re appear 10 seconds later.,,,,
,762,Shakira Day,7-Sep-20,1,0," For the past few days, I have been logged out if my account repeatedly. I thought I was hacked, I changed my password multiple times. Please fix this issue NOW",,,,
,763,Ruhi Kumari,4-Sep-20,4,7," Its good aap but,I give only 4 stars because when I search my friends I'd and in result much people are take that I'd name then ask my friend what's your profile on fb then I feel like a illiterate girl. Suppose it give difference name to different people then no doubt which is my friend I'd like fr...Full ReviewIts good aap but,I give only 4 stars because when I search my friends I'd and in result much people are take that I'd name then ask my friend what's your profile on fb then I feel like a illiterate girl. Suppose it give difference name to different people then no doubt which is my friend I'd like freefire .",,,,
,764,Gary Stier,3-Sep-20,1,9, Too many problems to list here. Every update makes the app more complicated and difficult to use. And forget about contacting 'customer service' to resolve the update glitches. They never reply.,,,,
,765,Amanda Hardin,6-Sep-20,1,3," The marketplace is zoomed in or something. It's only only the marketplace and only on my galaxy s6 tablet. App is updated. Changed font.....no go. Screen zoom....no go. Cleared cache, cleared data, force stopped and restarted to no avail.",,,,
,766,John Fischer,6-Sep-20,1,0," I haven't been on Facebook for a few years, came back to my account being banned for an unspecified reason, last thing I did was update my banner with a Hanna-Barbera picture of all their wonderful characters. Good job Facebook, keeping the world safe from me, I'm just a bad dude, I should be banned...Full ReviewI haven't been on Facebook for a few years, came back to my account being banned for an unspecified reason, last thing I did was update my banner with a Hanna-Barbera picture of all their wonderful characters. Good job Facebook, keeping the world safe from me, I'm just a bad dude, I should be banned.",,,,
,767,Dannielle Walton,6-Sep-20,3,3," I love Facebook its easily a 5 star app, but atm I can't view messages on my wall, it literally doesn't load! Can see a few people experiencing the same issue! Hopefully this gets sorted",,,,
,768,Hannah Hards,13-Sep-20,1,1, Facebook keep deleting my Facebook shop tab and try and charge me to fix it when I never created the problem. You can't get hold of them no matter what you try. It's beyond a joke right now 😭�,,,,
,769,Beth Bloomfield,10-Sep-20,1,0," I have been trying to get on Facebook with my information. Last 2 weeks, Facebook says they've been working on it and links are broken. FIX YOUR ISSUES FACEBOOK!!!!!!!!!!",,,,
,770,Chelsea Olsen,20-Sep-20,1,4, I created a page for my new business and I can't do anything with it. My friends with iPhones have no problems but it seems Android users do. Hope they fix this very soon. I've tried contacting FB several times over a few days with no reply.,,,,
,771,Gundulz Vapor,23-Sep-20,3,3," After the last update, i couldn't edit my previous posts (photos). When i tried to edit a post, it will be freezed screen and then returned to the previous screen, please help fixed it, thanks",,,,
,772,Nadia Wardeena,16-Sep-20,1,3," I have no avatar feature. I am so upset. While everyone updating their avatar on my timeline i could only like and react. I DID update my facebook, even reinstalling it but turns out the same. I hope i can build my avatar sooner or later so i can give you 5 stars. Thank you",,,,
,773,Debbie Bickel,15-Sep-20,1,3, I dont like Facebook any more they should of never came out with it. To much drama. It also causes alot of trouble. Ppl can see your stuff whether its private or not. Also the blocking it dont work either . They need to make ppl pay for it. Like any other app.,,,,
,774,Rossi Rose,9-Sep-20,1,123, Way to many updates and not enough protection from getting identity stolen. Or being harassed by other people making fake accounts in your name. Its absolutely ridiculous. But if there is a meme that is innocent and it gets taken down immediately for supposedly going against Facebook's community sta...Full ReviewWay to many updates and not enough protection from getting identity stolen. Or being harassed by other people making fake accounts in your name. Its absolutely ridiculous. But if there is a meme that is innocent and it gets taken down immediately for supposedly going against Facebook's community standard.,,,,
,775,Levi K.,19-Sep-20,2,1, When I hide listing in marketplace and select the reason why I'm hiding it (because its food and i don't trust food from others) it still shows more food items even when I've selected that its not relevant multiple times. Needs to be fixed.,,,,
,776,AJ Vogt,17-Sep-20,2,358," Can you please stop taking away my friends and profile tabs? If people don't want them, they can personalise their tabs. I find it annoying that these tabs keep disappearing and reappearing from the app. Also, please add an exit dialogue so that I don't keep accidentally exiting out of streams. And ...Full ReviewCan you please stop taking away my friends and profile tabs? If people don't want them, they can personalise their tabs. I find it annoying that these tabs keep disappearing and reappearing from the app. Also, please add an exit dialogue so that I don't keep accidentally exiting out of streams. And stop with the random timeline resets.",,,,
,777,Carter Litz,22-Sep-20,3,1," Every time I exit the app, it makes me re-login and it didn't use to. Also, the dark mode feature randomly disappeared today and now I've got a headache. Not cool Facebook.",,,,
,778,Katie Perkins,23-Sep-20,2,1," Creepy hope I talk about things in real life, and then BOOM it's on my news feed... But I still like using it unfortunately so it's a low rating because of the privacy. Oh lack there of. Also I do actually still use the all lol",,,,
,779,Hassan Djemal,23-Sep-20,1,1, Session expired error keeps kicking me out of this app. I've tried every fix possible through every support group and none work - I tried logging the problem through the app twice and got booted out of it everytime I hit the submit button �,,,,
,780,Biplob Kumar Roy,24-Sep-20,1,2, The app isn't working. I am trying to open it. But it just seems freezed. Not opened yet. How to solve it ? I have restarted my phone Have already Uninstalled and reinstalled it. Grants all the permission. But yet it's not opening,,,,
,781,Debra Hummingbird,23-Sep-20,1,1, The FB app keeps crashing. I've done everything I can to fix it on my end but nothing works. All my other apps run fine. It's jus FB and Google. Do you know how I can delete my FB accounts? Please help! Thank you!,,,,
,782,what Yes,22-Sep-20,1,47, 1 star: Fix it! It won't let me view the live video on newsfeed.. it force me to get into their profile to view their live. Why it won't work on newsfeed?!?!?!? it works on iPhone but not android. Fix it!!!!!!!,,,,
,783,Maxamed Qase,26-Sep-20,1,2, Android.Already I use facebook lite and both facebook is unliked. And removed-other.facebook.from.system. I want lite only. Express.program.Work.to.Development.zero.permissions.just.live.just.share.now.and.work.to.express.and.when.I.delete.app.delete.with.there.folder.and.non-information.no-history....Full ReviewAndroid.Already I use facebook lite and both facebook is unliked. And removed-other.facebook.from.system. I want lite only. Express.program.Work.to.Development.zero.permissions.just.live.just.share.now.and.work.to.express.and.when.I.delete.app.delete.with.there.folder.and.non-information.no-history.no-cash.and.development.is.my.response√internet.and.whatever.I.use.show.to. live.capture√√√√√√ and I'can't answer to all. When I am at working. Becu,,,,
,784,Leandar Lewis,26-Sep-20,3,1," I cannot watch anyones live videos that come to my notifications when I am on my phone. I have to go to their page or use chrome on my phone to be able to click the notification that will take me to the live and then I will be able to watch the live or only after the live is finished after awhile il...Full ReviewI cannot watch anyones live videos that come to my notifications when I am on my phone. I have to go to their page or use chrome on my phone to be able to click the notification that will take me to the live and then I will be able to watch the live or only after the live is finished after awhile ill be able to watch it. Done all the troubleshooting - restarted my phone, uninstalled the app and reinstalled it, force to stop ect and nothing worked. Can facebook please fix this problem",,,,
