App,ID,Author,Date,Rating,Helpful Count,Review,,,
Excel,159,senthil prabhu,7-Sep-20,2,3, Application Crashes in the middle and file which are in use getting corrupted. All the data which is stored are lost because of the issue. It will be helpful if they can resolve the issue ASAP.,,,
Excel,160,Femi Popoola,14-Sep-20,4,5, Am still getting used to it on my phone. So far so good. It will takes sometimes to get used to it as the cell movement and formulas are not easy to follow. But I will get there. Its a learning curve.,,,
Excel,161,Helena Black,21-Sep-20,5,8, It's like having a tax accountant at your fingertips! Amazing calculations and easy relational tables capability.,,,
Excel,162,RD,22-Sep-20,5,4," This is great App, absolutely flawless and as good as working on PC.",,,
Excel,163,Dmitry Maniakov,26-Sep-20,4,0, It was was 5 stars until Microsoft decided to charge money when installed on a tablet.,,,
Excel,164,j biddle,4-Oct-20,1,0," Read only for files imported. Must pay their $6.99 a month ""subscription"" fee to even use.",,,
Excel,165,Patrick Culleton,22-Jul-20,5,79," I have an excel spreadsheet created elsewhere. A copy on my phone and use this app to only perform basic searches but it works fine. There are many functions which are available on screen which I haven't used but for my simple task, the software works well.",,,
Excel,166,Mario Guerrero,26-Aug-20,5,23," Using an Android SG G7, it works as a charm. You have almost all the functionality than the desktop version and the connection to repositories is smooth. I'm able to give a quick look to an excel attachment with the phone, that's pretty convenient.",,,
Excel,167,Jeff Thompson,14-Sep-20,4,4," Best mobile spreadsheet! You can use named ranges created on the Windows desk top, but in here you cannot create them. You can't in any mobile spreadsheet to my knowledge.",,,
Excel,168,Little Beastie,25-Jul-20,5,52," Quite good, just getting used to how it all works, very happy that it works on one drive and can update from phone and computer. Knocked 1star off as a bit complicated as new to using on my phone. Very happy. Edit- 25/7/20 Added another star, as use daily. Great, now that I've got used to it.",,,
Excel,169,ali dehghani,30-Sep-20,4,0, Why in new update recent file dosnt work ok?? Lots of file wont show in recent!,,,
Excel,170,Nigel Batts,1-Sep-20,1,7," After having to switch to Excel from Google because of my company, I know the meaning of frustration. I find myself screaming at the screen many times a day because Excel won't do simple tasks that I took for granted with Google.",,,
Excel,171,Rhodric Gates,24-Sep-20,5,1, Excellent.Simple to use and large number of functions.,,,
Excel,172,Henry Kwok,1-Aug-20,3,49, More difficult to use than Apple spreadsheets cause when you double click on a cell to see where your inputs come from there is only an outline around the cells whereas apple fills the entire cell making it much easier to see. This is important especially in complex sheets. Small detail but a HUGE d...Full ReviewMore difficult to use than Apple spreadsheets cause when you double click on a cell to see where your inputs come from there is only an outline around the cells whereas apple fills the entire cell making it much easier to see. This is important especially in complex sheets. Small detail but a HUGE difference in functionality.,,,
Excel,173,Soma Sarkar,18-Aug-20,3,8," Very good app 👍 still it needs some changes. Unlike the excel in the computer , it is not that much easy to format any document or do any calculation in the excel which is available in all smart phones. But , still it works.👍",,,
Excel,174,NYOKA WILLIAMS,26-Aug-20,2,83," I really don't know what to rate this app it is between a 2 and 4... 2 only because when I share documents that I previous entered, days ago and then start working on new documents to share. The new documents replace the old documents I shared... so i now have no record of my old documents... to loo...Full ReviewI really don't know what to rate this app it is between a 2 and 4... 2 only because when I share documents that I previous entered, days ago and then start working on new documents to share. The new documents replace the old documents I shared... so i now have no record of my old documents... to look back at... because it was replaced when I open the documents... smh",,,
Excel,175,Shrikant Deshpande,21-Sep-20,5,6," Some tools to be added. (Like non adjusent cell selection, custom sorting etc.)",,,
Excel,176,Barry J Lane,28-Sep-20,5,0, Easy to use very happy with the quality of the product I would certainly recommend it.,,,
Excel,177,Kiara Ellison,1-Oct-20,5,0, You can use this app to organize different sets of data and stay organized.,,,
Excel,178,Himanshu Verma,4-Oct-20,4,0, Improvement regarding print may get helpfull. Macros reading also needed.,,,
Excel,179,Dave Suchit,4-Oct-20,4,0, on a pc is exceptional but on a phone is a challenge especially if there are frozen panes,,,
Excel,180,Chet,18-Aug-20,2,4," Excel frequently (not regularly) corrupts the files I either open to view, or files that I work on very frustrating! I have however found that I can usually recover the files if I transfer it to a pc and attempt a file recovery through excel on the pc. At least a weekly occurence.... Any fix on the ...Full ReviewExcel frequently (not regularly) corrupts the files I either open to view, or files that I work on very frustrating! I have however found that I can usually recover the files if I transfer it to a pc and attempt a file recovery through excel on the pc. At least a weekly occurence.... Any fix on the way?",,,
Excel,181,DON JONES,6-Aug-20,5,16, Loaded this back up after a year and wow! I'm impressed by the amount of functionality in comparison to the Excel desktop application and the ease of use. One area that was important was the ability to format cells and the text.,,,
Excel,182,Scott Thoreson,22-Sep-20,5,2," Easy to use across platforms. What I do on my phone, I can review on my computer.",,,
Excel,183,Common Thoughts,24-Sep-20,5,2," Excellent Excellent Excel made my life easy, amazing formulas useful information highly recommend",,,
Excel,184,Phil McConnell,25-Sep-20,4,1, Not quite same as the PC version but works well once you've got used to the differences,,,
Excel,185,Orion Gunter,1-Sep-20,5,12, I have both an iPhone and a Galaxy as my work phone. I've been unable to use the iOS excel app to check daily reporting. The expand detail function never works right. But the app works flawlessly on my A71. Thats awesome but also maybe check out that issue in iOS too lol,,,
Excel,186,Quentin Feduchin,23-Sep-20,5,1," Using template for shopping, fun and useful.",,,
Excel,187,Sanskrutee Jadhav,14-Aug-20,4,6, It's nice to have Microsoft Excel in Android also it helps me to to do lots of work but one improvement should be there the app is not having conditional formatting option so o request that please fix the problem as soon as possible...,,,
Excel,188,Lucian Cebotarescu,7-Aug-20,5,7," Good app, take a bit of time to figure out the buttons and where everything is. A tutorial would be beneficial, or bubbles with text that flash in the first few times of using the app indicating what the buttons do.",,,
Excel,189,Ronald Alexander Menot,18-Sep-20,5,6, Very helpful to check the file sent by other eventhough can't do the editing.,,,
Excel,190,CreeperMan 91,19-Sep-20,5,4," The best way to keep track of many types of data, across multiple devices",,,
Excel,191,vagisha das,2-Oct-20,1,0, Used to be good. Now asking for microsoft account. Seriously. This is android. I use the account only for this app? Luckily other apps can also take google passwords. I guess they are more versatile and compatible.,,,
Excel,192,D A,30-Jul-20,1,10," Difficult to use with MS's own Onedrive application. I keep getting the message that a file that I have saved, and closed, is stil open. On the same frigging device -- a Chromebook. It is an encrupted password protected file. The problem is erratic.",,,
Excel,193,Chandrima Jana,7-Aug-20,5,23," It's really a very nice app. As I don't have any computers and laptops, I can do easily excels. It's features are very nice. I think that it is the best app for doing excel. I have no query or doubt about this app . After all, it's an excellent app",,,
Excel,194,Charity Ward,6-Sep-20,5,4, I have always loved Excel... I am not to familiar with the new Excel 365 you have so many new features and the ribbon is new to me... I am used to Excel XP but I will get used to this I guess.,,,
Excel,195,Leonie B,15-Sep-20,5,10," Wow, such an improvement over Google Sheets! Easy to use and feature complete (at least for my use case). Well done, Microsoft. Good job after the decades of Windows BSODs. :D",,,
Excel,196,Les Barnes,2-Sep-20,4,8," How can you not love having fully functioning spreadsheets on your phone? I mean some of the editing can get a bit clunky but it's a phone you're working on for crying out loud - get your laptop out of its serious work you're doing. But it would be nice if it worked more smoothly on a tablet, especi...Full ReviewHow can you not love having fully functioning spreadsheets on your phone? I mean some of the editing can get a bit clunky but it's a phone you're working on for crying out loud - get your laptop out of its serious work you're doing. But it would be nice if it worked more smoothly on a tablet, especially with cell notes/ comments.",,,
Excel,197,PRAVEEN REDDY GUTAM,19-Sep-20,4,4, Its helpful for basic works on mobile. Hope you may provide all the possible options future to utilise.,,,
Excel,198,Daniel Pittman,15-Sep-20,5,4, This is a great mobile product that gets a lot of work done for me. I am able to complete reports from my phone with ease and convenience. I highly recommend this app.,,,
Excel,199,Michael Campas,23-Sep-20,5,2," Great as always, Easy to learn, and use.",,,
Excel,200,Shamsul Arefeen,26-Sep-20,5,1, Its okay for small record keeping. Simple formulay work well.,,,
Excel,201,udai thakur,29-Sep-20,5,1, Am always comfortable...no practice for long years..It works like magic..Thanks MS Office,,,
Excel,202,Albert Danysh,15-Sep-20,2,3," Excel is a great program, I do not cre for this trunkated version though, too much is lefty out. I have an office 365 subscription but cannot get it to open up on the chrome book.",,,
Excel,203,Tazz Tulsi,18-Sep-20,4,2," Only thing I cannot seem to do from the mobile version, is to change the formatting of numbers. Otherwise. Its great!",,,
Excel,204,Bradley Gifford,21-Aug-20,4,52," Very powerful app. Can perform many of the Excel functions that are in the desktop version. Also, very stable. I've never had it crash. It integrates well with cloud storage accounts.",,,
Excel,205,Whiskey Manuk,26-Jul-20,3,12," Not as easy to use as the desktop version. Will need to work with it more, before I can really criticise it. Have been using it for a while now, but still prefer the desktop app, for the level and depth of control.",,,
Excel,206,George koshy,29-Sep-20,5,0, Very easy to calculate and brings out nice worksheets.,,,
Excel,207,Pallavi Kyatam,22-Jul-20,4,20, App runs really very smoothly been a role player for the work from home people who don't have their own PC'S OR LAPTOP. Sometimes the contents in the cell are not visible & even lag after excessive use obviously. Otherwise it runs great.,,,
Excel,208,Eleonora Martin,11-Sep-20,5,2, Very good app. I have been able to use it to see documents sent to me by way of attachments and works very well.,,,
Excel,209,Tefetso Lebotse,8-Sep-20,5,4, It's very handy to me especially with the new normal when you needy to be always up to date to update relevant stakeholders. Oh I just love that it's in my cell phone.,,,
Excel,210,Patrick Daniel,8-Sep-20,4,3," It could be better. You should take into account users' reviews and fix some bugs. It's working for me, but I barely use it.",,,
Excel,211,mike holmes,27-Sep-20,5,0, Rarely use it on the mobile but so handy to be able to access when away from home.,,,
Excel,212,Vijay Gupta,25-Sep-20,1,0, My data deleted not backup do some more easy Very slow progress poor service But app is nice,,,
Excel,213,Pete Tuppack,8-Sep-20,5,1, Very useful application and so glad I can create a spreadsheet on my phone if need be. Great for traveling!,,,
Excel,214,Pratyaksh Tomar,10-Sep-20,5,5, Very nice and useful for me. I think this is an excel shortcut of mobiles and tablets. I used it in my tablet and my experience was brilliant,,,
Excel,215,mike Brandon,22-Sep-20,5,2, Great app. App won't open anymore on my device though. Any ideas why?,,,
Excel,216,Kashish Rachh,22-Sep-20,5,1, Good app but I prefer the windows version.Editing on phone becomes quite challenging.,,,
Excel,217,BIBIN JACOB,8-Sep-20,4,4," This is really helpful. If an exact replica of the MS Excel in windows could have been provided, I would have given 5 stars.",,,
Excel,218,Payal Rana,18-Sep-20,5,2, it is a very perfect app for making sheets and any type of and thatI want to make and this is similar as a computer features that computer have I am very happy to use this app and it is very useful for everyone,,,
Excel,219,Misheck Zimba,20-Sep-20,4,1, I have just downloaded this app and it seems to be really good. Thanks for this now i can work my spread sheets from home. �,,,
Excel,220,Ashish Chaudhary,22-Sep-20,2,2, Why i can't log in even after changing my password from a long time?,,,
Excel,221,dipak vishvakarma,23-Sep-20,4,0, My experiences with this aap is superb. Operating this is too easy.,,,
Excel,222,Kamal GK,25-Jul-20,2,15, Excel is one of the great software from Microsoft but this mobile app is not responsive most of the time. It hangs if you update in more than 2 cells. Then you have to kill the app.,,,
Excel,223,NHazwani AGhani,26-Aug-20,5,11, Easy to use. At times had to figure how the function work in phone. Of course it didn't have more function like the pc version do. But i'm satisfied nonetheless since i only need it for key in data.,,,
Excel,224,James Abrahart,23-Jul-20,3,17, Needs more features I have a workbook that I can't update properly because I can't (un)protect my sheets and can't change tab colours. Also can't do conditional formatting or data validation for when I create new sheets in that workbook.,,,
Excel,225,Jeffrey Jackson,25-Jul-20,5,19," Man I love the hell out of this appI can do the setup a spreadsheet to where I want them to be, which makes it easy for me to do what I need to do to monitor my money and to keep everything point set the way it should be.",,,
Excel,226,Edison Yodela,10-Sep-20,3,1, Is there a way for me to set a default zoom view for my sheets everytime I reopen my file? It's always at 50% setting when I open my sheets.. Even if I saved and closed them at a different zoom setting..,,,
Excel,227,Morrison Utility,23-Sep-20,5,1, Brilliant I use this all the time at work and find it easy to use.,,,
Excel,228,Jil Katz,30-Sep-20,5,0," Love using Excel in Google drive on my phone. Thank you, for making it mobile and accessible from anywhere. �",,,
Excel,229,Darshan Kotian,30-Sep-20,4,0, Amazing app but rating only 4 stars because on the computer using looks more interesting,,,
Excel,230,Q P,22-Aug-20,4,15," Excel for Android works pretty well. My only issue is...when I go to delete an Excel file, some files (not all Excel files) say that I don't have permission to delete it. I don't know why?",,,
Excel,231,Ron Gilbert,2-Aug-20,3,9," Works well with Excel files created on PC. ONLY problem is trying to find specific math functions, operations, formulas or calculations when creating NEW Excel files on your cell phone.",,,
Excel,232,Taste of Wisdom,2-Sep-20,5,4, I'm a Nokia 6 Phone user. But I'm getting maximum use of it. Thank you to this MS. I'm doing plenty excel work from this phone. Phone Brand and price is not a matter. If you know how to get proper use of it. than middle grade phone is enough.,,,
Excel,233,Gregory Oppenheim,5-Sep-20,4,6," To my knowledge excel is the best Microsoft office program Utilized but After tenures of people complaining about the same thing doing still not have features for common Things like fill down to the next value or fill in b & c if a= × Without having to write Formulas VBA loops, or macro",,,
Excel,234,houdeX,8-Sep-20,5,2," Love it. Very comfortable for school, and comfortable to use. You can make very useful ""tables"", and It's just the best tool to use for work and school.",,,
Excel,235,Bhajan Roychowdhury,14-Sep-20,5,2, IT is a good app . I liked it it does everything that we get in COMPUTER it has good modes and is perfect for making documents and saving it with name,,,
Excel,236,Dean G,22-Sep-20,5,2," Convenient, seamless. Can cast to projector from phone, leave pc at home",,,
Excel,237,Ivan A.,27-Sep-20,1,0," Terrible app, constantly brakes and corrupts my files and I have to fix them on my PC...",,,
Excel,238,Anup Singh,1-Oct-20,4,0, App is good. While editing fonts are invisible.,,,
Excel,239,Jacques Redelinghuys,28-Aug-20,1,6," Not good, Excel... I just use it to look at some Excel sheets with info on it from time to time, not editing, no actual working on sheets, but app keeps crashing. Was never a problem before...",,,
Excel,240,Taufik Hidayat,29-Sep-20,5,0, it very helpful for edit my excel document on cloud.,,,
Excel,241,Harrison Murigi,12-Sep-20,5,2," Best Excel for calculating , keeping important document,. Remember to updating. Good application better than all.",,,
Excel,242,Brandin Lee,29-Aug-20,4,7, Its a decent mobile app.The access to files on the move is always a plus but its not as functional as the desktop app naturally. Typing on a mobile device screen is not optimum and trying to do things like formulas is best left to a P.C,,,
Excel,243,Barbara McCombs,12-Sep-20,5,3," I love Excel, it's a great way to collate information from many sources and use it to make decisions!",,,
Excel,244,Anotidashe Joseph,16-Sep-20,5,2," I love Excel , it makes the best spreadsheets compared to other apps. I recommend download to those who don't have.",,,
Excel,245,pubgvs 8 ball pool,18-Sep-20,5,1," Very very smart and best helper in keeping record and calculations,each needs of life, and easy to use.",,,
Excel,246,mayur karthik _HYD,3-Oct-20,5,0," Very handy in monitoring my data, any where, any time",,,
Excel,247,KS Sharma,4-Oct-20,4,0, Will be more useful if some of the functions are user friendly.,,,
Excel,248,Michael Martin,25-Sep-20,1,1, Newer version cant open older file. Guess excel wont work with excel.,,,
Excel,249,Ali Ahmed,1-Oct-20,5,0, Microsoft Excel is a great app which helps me to preview and edit my files,,,
Excel,250,Ravi M,21-Sep-20,4,2," Nice app very fast and easy to use, but more mb cunsume.",,,
Excel,251,Neville Giles,19-Sep-20,4,2," Ideal for quick checks or update to spread sheet, but anything major needs to be done on PC or Laptop.",,,
Excel,252,Edward Nnaji,29-Aug-20,4,8," Great application for keeping records and performing computations. However, it's still a bit difficult finding menus and the in-built tools.",,,
Excel,253,Stacia Yoakum,10-Sep-20,1,2," Its not letting me do what I need to for school. When I try to edit a cell it prompts me to get this app, which I obviously have. Then it takes to download it again, then I open it and the doc doesn't carry over with me & I cant find it in app and have to start all over just to repeat same cycle and...Full ReviewIts not letting me do what I need to for school. When I try to edit a cell it prompts me to get this app, which I obviously have. Then it takes to download it again, then I open it and the doc doesn't carry over with me & I cant find it in app and have to start all over just to repeat same cycle and get no where",,,
Excel,254,Amber Sinclair,18-Sep-20,5,2," Brilliant to have this program on the go, really important for many working professionals and students",,,
Excel,255,Neetu Kumari,19-Sep-20,5,1, I love this app Very much. Excel saves time and paper. 🥰🥰😊😊💁🏻�,,,
Excel,256,D Ch,12-Sep-20,1,3," So full of Bugs! ""Save as"" function corrupts the file and can no longer be open. Go figure. Microsoft garbage for yeah.",,,
Excel,257,Wee Liang TAN,23-Aug-20,5,10, Took a little adjustment but the mobile version gets the basic stuff done where data input is concerned. With time I am sure I would be able to run simple stats on it.,,,
Excel,258,A Google user,11-Sep-20,3,2, Little hard to do certain things ...could use a tutorial with examples!! Can be frustrating when setting up a new sheet,,,
Excel,259,Gavin Gandhi,18-Sep-20,5,2, Hai there it's good application use to all works in one place I am very interested in feedback I like to give 5 stars good app I was using this app many more  so much  good  everything it's good for users,,,
Excel,260,Samantha Pena,29-Sep-20,5,0, Essential app for my business and personal needs.,,,
Excel,261,Claudette Rose,30-Sep-20,4,0, Easy to use apart from click and drag cell formulas,,,
Excel,262,Adrian Rogue,24-Aug-20,1,8," Working with the formulas is terrible in this platform, this format doesn't display as many options as on pc but damn this is too limited, I don't see why continue paying for it.",,,
Excel,263,Julz Baby,23-Aug-20,1,10," Why is it all of a sudden I cannot share my excel work as a pdf attachment via email? Worked fine last week. Not happy, this is interferring with my business invoices!!",,,
Excel,264,Vishnu C,19-Aug-20,3,156," Why you are not introducing PIVOT table in this version...? WPS is having and it is very much easy to use. If you the PIVOT feature in mobile version, the its wonderful tool for basic work.",,,
Excel,265,Neolinn Joy,18-Sep-20,3,2, It shows error whenever I try to edit sheets on one drive directly on the phone using this app.,,,
Excel,266,Frank Wojtczak,11-Aug-20,5,5," Although there are some apps on my phone that I wish I could use a mouse on, I find that Microsoft has done a great job with Excel and at making it quite workable on the phone.",,,
Excel,267,Michael Brink,29-Jul-20,4,13, Great for on the go but very difficult to create or edit sheets. Some features are not present in this mobile version but that is to be expected.,,,
Excel,268,Matt G,14-Aug-20,1,4," I used to be able to edit and save files locally on my device, but now everything requires a sign-in. I don't want to sign in to work on a file I've worked on freely before.",,,
Excel,269,Debbie Brown,21-Jul-20,5,111," I frequently use excel for charting patterns for knitting. I appreciate the ease of formatting, counting, and labeling. And then editing if I need to. Thanks.",,,
Excel,270,Amr Abo-Naboot,11-Aug-20,5,4," It's good but I hope that you will add more features like in the PC version, the android version is too small and we can't use Excel efficiently.",,,
Excel,271,David Terway,2-Sep-20,5,4," Microsoft Excel is the defacto standard for manipulating, massaging, sorting, and analyzing data", there is nothing better in the category.,,
Excel,272,Fernando Guarnizo,14-Sep-20,1,1," Was working good before I updated my tablet, after that I can't open any file. I lost all my information stored.",,,
Excel,273,VINOD KUMAR,21-Sep-20,4,1, There should be password opening option as well...if file is password protected it is difficult to open it.,,,
Excel,274,Adekemi Oluwadare,23-Sep-20,4,1, Great! Works for budgeting and data analysis,,,
Excel,275,George Ip,13-Aug-20,1,4, Some files can't open even though I can open them on my laptop. It just says sorry something went wrong. Microsoft is getting dumber everyday. Just stop making everything so complicated. Go Google!,,,
Excel,276,Mommabethy,24-Jul-20,5,9," I love the ease of Excel and how it makes organizing addresses & labels, birthday parties, etc., as well as Christmas Spread Sheets! It's pretty fool proof (obviously) to get a basic list together and then alphabetize or list 123...",,,
Excel,277,Norjanna Tanog,19-Sep-20,1,1, After updating the app I still can't edit my documents.,,,
Excel,278,Garrett Thomas,16-Sep-20,5,2, I don't missed using Excel on my computer. Everything is almost the same. Every User friendly and easy to use.,,,
Excel,279,Mark Geraghty,2-Oct-20,1,0, Unable to use pivots and slicers therefore this is just squared paper.,,,
Excel,280,Betsy Roguet,23-Jul-20,2,11," App does not work like Excel on my laptop. I can not update headers and footers, and can't find any information on how it works. No help guide. Really frustrating.",,,
Excel,281,Stranger Danger,1-Aug-20,1,5," The most confusing, and frustrating app i have ever seen, even the guides that microsoft posts is even more useless. The biggest disappointment coming from micro- oh well they made mixer",,,
Excel,282,Richard Lawhead,5-Aug-20,1,3, This app is confusing to me. Every time I open it and close it I get another copy. I've used it for years and I must have 20 or 30 copies out there and it's hard for me to know which one is the last one I did.,,,
Excel,283,richbrig3,26-Sep-20,5,0, Once you learn the basics its very user friendly,,,
Excel,284,Peter Dowse,3-Oct-20,5,0, Cracking product that works well on the laptop and mobile,,,
Excel,285,Harold Clark,16-Aug-20,5,3, I have used excel for 27 years. No with office 365 I can apply it on my tablet and my cell phone as well as my computer. I am delighted with it,,,
Excel,286,Heather Hazlett,17-Aug-20,5,4," Easy to use on Android phone. Do have experience using on a PC, but thought using on phone would be difficult. Not at all. Built budgeting spreadsheet with ease!",,,
Excel,287,Richard Monjima,25-Jul-20,5,12," My experience using this app has been good so far and I hope it continues. Above all, I really hope that all my documents will be properly kept safed and secured.",,,
Excel,288,Samuel Narh,6-Aug-20,5,3, Excellent app which is very friendly. Enables one to work on the go and accomplish as much as you would using a pc. Will recommend to all.,,,
Excel,289,14 VAIBHAV CHAVAN,6-Sep-20,5,2, Such a great app this is. I have no computer but this app solved my all problems regarding to the Excel.🤘,,,
Excel,290,Ragini Setty,18-Sep-20,1,2, Worst app nothing is working. Every time it keeps hanging on the login page only.,,,
Excel,291,HAMZA UMAR,25-Sep-20,5,0, It saves my time swicting to PC always for minor data update using OneDrive together,,,
Excel,292,Hailu Yeshitila,1-Oct-20,4,0, Very good application and it's easy to use .,,,
Excel,293,Andy DeWitt,29-Sep-20,5,0, Simple to use and works without issue.,,,
Excel,294,Fahad Shameem,25-Sep-20,1,0, More intuitive and mobile friendly usage required,,,
Excel,295,Mark Pederson,31-Jul-20,5,12, Much more intuitive and functional than I would've expected for an app-based experience. I'm pleasantly surprised! Especially grateful for the seamless SharePoint integration!,,,
Excel,296,Alexander Crijns,25-Sep-20,5,0, Great for basic and some more complicated tasks. Interface keeps approving.,,,
Excel,297,Jay Mehta,29-Sep-20,4,0, This app is very easy and very useful for businessmen .,,,
Excel,298,Suno Gungunao,29-Sep-20,5,0, It's very good app for manage your office work and more.,,,
Excel,299,Haroon,2-Oct-20,3,0, Worst situation of print to PDF since last many days..,,,
Excel,300,KAMLESH BACHANI,8-Aug-20,5,2," Its very good for people who want do their work more quick, it has various useful features.",,,
Excel,301,XANMANI,12-Aug-20,4,3," This app is very good,although some functions are not working if you compare it to the excel installed in the computer loptop.",,,
Excel,302,Joyce Robinson,3-Aug-20,5,8," It's a bit different from laptop excel, obviously, but still pretty intuitive to figure out how to access functions.",,,
Excel,303,David Crompton,20-Aug-20,5,1," Excel has been an integral part of my life since I deserted Lotus 123 about 30 years ago and, combined with Visual Basic for Apps, it can do things I still can't believe and I'm sure aren't legal. I just love it",,,
Excel,304,the hope,9-Sep-20,1,2, One of the worst app i have ever seen in my life due to the repeated issue i have logged but no response from the app. No update have that option.,,,
Excel,305,gireesh chollangi,18-Sep-20,5,0," It reached my requirement. I'm satisfied with it. I don't edit excel sheet in mobile app, I just view the sheets.",,,
Excel,306,Sofie,11-Aug-20,5,4, Great experience. We use excel quite a lot at work so its great being able to view the documents on the phone whenever you need it,,,
Excel,307,Nelson Ebuka,12-Aug-20,5,2," Overall this is a fantastic app. However, it will be nice to see the arguments of functions as you type them", this is currently unavailable.,,
Excel,308,A Google user,31-Aug-20,5,12, Excellent for travellers who need to work on the move. The functionality is getting closer to the desktop version as well.,,,
Excel,309,Darrell Reinbolt,6-Aug-20,5,3, Awesome app. Easy to maneuver through the tabs. Love all the options.,,,
Excel,310,Guillaume Lorain,14-Sep-20,2,1, Excel and Word crash on launch since few days... disappointed ! My phone is Asus Zenfone 5 with Android 9.,,,
Excel,311,ewart jar,11-Sep-20,5,1," Excel is the best- for spreadsheet, database, graphs, formulas.",,,
Excel,312,Bahida Parvin,8-Aug-20,3,0, It's better to record my data in my Android.But few features I also want and one problem that I face is it is very slow than computer.,,,
Excel,313,Todayi Amyou,6-Aug-20,5,2, Good game to kill the time. Simple and straight forward as it should be. I give it 4.3 out of 5 as there is always room for improvement. . .,,,
Excel,314,TJ Walker,11-Aug-20,1,2," ""This version of Excel doesn't support running or interacting with form controls or ActiveX."" Well, isn't that worthless.",,,
Excel,315,Jason Hunt,29-Aug-20,5,3, Great to use and mobile friendly. Good home screen of recent docs. An undo shortcut would be good too.,,,
Excel,316,Regina Tan,2-Sep-20,4,5, Easy to use and convenient !! Glad I'm able to easily sync my files on the cloud from my device and vice versa! Hope the next update includes a data refresh all ✌�,,,
Excel,317,Arati Gupta,7-Sep-20,5,1," Simple, user friendly, perfect for use. Havent faced a single difficulty yet. Totally recommended.",,,
Excel,318,Peter Mususa,14-Sep-20,5,0," Exceptional, Excel is all one needs when working with number.",,,
Excel,319,Abhishek Swarnkar,21-Sep-20,5,1, Good perfomance. Useful mobile phones to collect data easily.,,,
Excel,320,Govind V.P,25-Sep-20,2,1, This is useful app but every time I see it uses the internet data when it was already downloaded offline,,,
Excel,321,manabendra sarkar,25-Jul-20,4,2, Really excellent . One can do lots of basic works using this app . Some features are not given . These features should also be given free .,,,
Excel,322,Patricia Avalos,27-Aug-20,3,8, Why can't we edit charts on Chromebooks? I need to do something as simple as changing the number of bins in a histogram yet I cannot. So simple made so difficult.,,,
Excel,323,Amy Burris,3-Aug-20,4,2, Love Excel. Wish I was able to figure out how to fill a series on my phone... (only reason I gave a 4 star),,,
Excel,324,Joni-Yvonne Colbert-Barker,29-Aug-20,5,3, I've been an EXCEL user every since it's been our and I find it an excellent way to keep up with. My budget and in charting my Blood Pressure.,,,
Excel,325,KRISHA R.S,27-Aug-20,3,4, I actually does not get this then after a use i saw it got strucked and now the file is not opening .... but the applications are relly good .. i really liked it .. but the main problem was that .. try to avoid .. it ..,,,
Excel,326,Felicia Peter-Thomas,15-Aug-20,5,2, Great App. I've used it many times to analyse data. Thanks.,,,
Excel,327,Mike Korpal,25-Jul-20,5,8," I've always used Excel on my computer but, being able to view my spreadsheets on multiple devices is a big plus for me.",,,
Excel,328,"Jennifer Turner, RCIC",31-Jul-20,4,6, Use daily for many business purposes. Very effective but sometimes it's difficult to find functions that aren't used often.,,,
Excel,329,jacobian wianuke,31-Aug-20,2,1," Missing way too many features (enabling sorting, merging cells, custom cell formatting, &c).",,,
Excel,330,Rene Reynoso,5-Sep-20,5,8, Excellent app ever. Been using Excel for 30+ years for anything simple or complex processes its designed to function for personal and business purposes.,,,
Excel,331,Artis Zelmenis,17-Sep-20,5,0, The seamless integration with desktop counterpart. Amazing!,,,
Excel,332,Tylas Four,22-Aug-20,5,10," Really useful. A bit of a learning curve to find some everyday options, but no complaints here.",,,
Excel,333,Krishna Kumar,10-Sep-20,5,3," Very useful and convenient to maintain, edit and update my datas. Highly user friendly.",,,
Excel,334,MSCRM GB,17-Sep-20,5,0, Simple to use and most of the essential functions available.,,,
Excel,335,jeremiah morgan,16-Sep-20,4,1, So far works great 👍 haven't had it long enough for a 5 star rat,,,
Excel,336,Larry Rogers,22-Sep-20,5,0, Very similar to the desktop version so nice and easy gor me to adjust to this app.,,,
Excel,337,Sabu Khan,26-Sep-20,1,0, I have been using this app for 4 months but sometime it is not useful app. I would like to use other office app. I don't want to install again this useless app😡😡�,,,
Excel,338,Charles Otoo,12-Aug-20,3,1, It always amazing to work with Excel. It makes my work easier and convenient.,,,
Excel,339,manuel ch,18-Aug-20,5,1, I only use it to view documents sent to me from work and it has worked excellently so far.,,,
Excel,340,sanjay kumar,10-Aug-20,4,1, Most of things are good enough but sometime few features of desktop which is not available ....maks the document incomplete.,,,
Excel,341,Danny Marquardt,23-Aug-20,5,6," I am able to complete work tasks from my phone, which is incredible. Kudos to Excel for being so convenient.",,,
Excel,342,JP Theron,21-Sep-20,5,0, Very easy to use. I do all the quik excel list on this app. Works fantastic,,,
Excel,343,Ian McInnes,15-Aug-20,5,3, Great thank you. Yep I use it a lot. Had to do a work-around for handling conversion of US dates to native Australian.,,,
Excel,344,Betty Voon,23-Jul-20,3,4," Unable to use quite some functions in Excel online, including color filter. Hope it will improve in near future.",,,
Excel,345,R L,14-Aug-20,5,1, It has been almost 30 years from wordperfect suite to office. Excel is getting better and better,,,
Excel,346,craig cotton,19-Sep-20,1,0, Terrible doesnt open takes forever Keeps say excel not responding,,,
Excel,347,Let's Learn English,18-Sep-20,3,0," Everything is Okey. But there is a problem I faced is, I didn’t get the formula copy optio",,,
